"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US48263","Kent County, Texas","753","81","672","665","657","2","3","0","0","3","7","4","0","0","0","0","1","0","0","0","0","0","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"0500000US48265","Kerr County, Texas","52598","13598","39000","37439","35791","690","156","576","39","187","1561","1523","172","731","144","28","415","9","3","0","7","0","0","0","12","0","2","32","10","1","0","7","7","1","1","3","2","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48267","Kimble County, Texas","4286","986","3300","3202","3136","8","14","33","3","8","98","78","7","49","5","1","9","4","0","0","0","0","0","0","3","0","0","12","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8"
"0500000US48269","King County, Texas","265","25","240","234","230","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48271","Kinney County, Texas","3129","1470","1659","1573","1489","36","21","10","2","15","86","71","0","26","14","3","27","0","0","0","0","0","1","0","0","0","0","7","0","1","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","6","1","1","0","2","0","0","0","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48273","Kleberg County, Texas","31040","21920","9120","8688","6728","995","83","784","1","97","432","417","76","140","76","2","113","1","0","0","2","0","1","4","0","2","0","10","6","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","5","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48275","Knox County, Texas","3353","1130","2223","2121","1935","146","8","24","3","5","102","99","14","43","4","0","20","9","0","0","9","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48277","Lamar County, Texas","50088","4412","45676","43101","35354","6378","751","474","25","119","2575","2457","579","1402","80","5","282","78","6","3","10","0","1","1","9","0","1","112","72","7","0","5","6","2","3","0","0","3","8","0","3","0","3","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48279","Lamb County, Texas","13045","7449","5596","5421","4981","392","15","4","5","24","175","148","32","65","6","6","23","9","0","0","0","0","1","0","5","1","0","21","2","2","0","4","4","0","0","0","0","0","4","0","4","0","0","0","0","0","0","1","5","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","1"
"0500000US48281","Lampasas County, Texas","21627","4179","17448","16375","15132","700","115","242","86","100","1073","988","193","417","170","27","149","4","1","8","2","0","0","3","12","2","0","74","24","2","1","10","9","7","9","9","0","0","0","0","0","0","0","0","0","0","0","3","11","0","0","2","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48283","La Salle County, Texas","6664","4908","1756","1700","1467","221","3","4","0","5","56","50","0","15","8","0","23","0","0","0","0","3","0","1","0","0","0","6","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48285","Lavaca County, Texas","20337","3936","16401","15877","14564","1173","30","74","5","31","524","489","168","165","18","4","121","4","0","0","1","2","0","0","3","3","0","25","17","1","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48287","Lee County, Texas","17478","4479","12999","12385","10612","1631","47","57","1","37","614","575","139","285","27","0","110","4","2","2","1","3","0","0","2","0","0","34","23","0","1","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","4","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48289","Leon County, Texas","15719","2446","13273","12798","11659","921","54","111","6","47","475","445","66","244","25","1","99","5","0","0","3","0","0","0","0","1","1","25","21","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48291","Liberty County, Texas","91628","30797","60831","58166","50044","7024","291","466","12","329","2665","2553","581","1177","125","40","536","14","1","8","48","2","5","0","8","7","1","106","59","0","0","28","7","2","7","1","2","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0"
"0500000US48293","Limestone County, Texas","22146","5013","17133","16476","12530","3636","72","160","18","60","657","618","246","249","23","2","76","17","0","0","5","0","0","0","0","0","0","34","10","11","0","3","2","0","0","6","0","1","0","0","1","0","0","0","0","0","0","0","4","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48295","Lipscomb County, Texas","3059","1123","1936","1825","1786","4","29","2","0","4","111","103","1","72","3","0","23","0","1","0","3","0","0","0","0","0","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48297","Live Oak County, Texas","11335","4790","6545","6305","5968","205","49","35","3","45","240","223","20","115","5","7","64","2","3","0","1","0","0","3","0","0","3","14","4","0","0","2","0","1","4","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48299","Llano County, Texas","21243","2508","18735","17928","17530","97","115","121","4","61","807","780","57","454","41","3","213","6","0","0","0","4","0","0","2","0","0","26","17","0","0","0","6","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48301","Loving County, Texas","64","1","63","58","56","0","1","0","0","1","5","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"0500000US48303","Lubbock County, Texas","310639","109170","201469","192731","154994","25663","1436","9490","180","968","8738","8351","1901","3445","1128","111","1380","162","67","13","72","18","0","12","16","23","3","356","168","50","7","23","49","2","14","29","3","0","0","0","0","5","6","0","0","0","0","0","29","16","0","0","1","0","0","0","4","0","5","3","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48305","Lynn County, Texas","5596","2352","3244","3106","2960","105","15","10","4","12","138","129","14","86","1","3","15","0","6","0","0","2","0","0","2","0","0","5","0","1","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0500000US48307","McCulloch County, Texas","7630","2369","5261","5054","4904","92","7","39","0","12","207","193","36","93","4","0","44","0","0","0","8","2","4","0","2","0","0","8","0","0","1","1","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","6","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48309","McLennan County, Texas","260579","68587","191992","182808","139693","36130","901","4873","146","1065","9184","8743","2376","3213","1192","100","1389","221","68","11","101","11","5","3","38","11","4","406","205","52","0","26","39","13","8","39","15","2","0","0","0","6","1","0","0","0","0","0","35","7","4","17","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48311","McMullen County, Texas","600","224","376","363","353","1","1","3","5","0","13","6","0","1","2","1","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48313","Madison County, Texas","13455","3415","10040","9731","6984","2587","48","101","0","11","309","295","75","104","9","1","94","0","0","0","12","0","0","0","0","0","0","12","6","0","0","0","1","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48315","Marion County, Texas","9725","389","9336","8877","6869","1846","69","48","0","45","459","436","114","235","14","1","50","10","2","0","2","7","0","0","1","0","0","19","13","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48317","Martin County, Texas","5237","2255","2982","2912","2780","81","22","9","1","19","70","59","16","18","6","0","17","0","0","0","0","0","0","0","2","0","0","6","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48319","Mason County, Texas","3953","883","3070","2970","2948","4","0","2","0","16","100","86","8","44","0","2","28","0","0","0","0","1","0","0","3","0","0","10","1","0","0","4","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48321","Matagorda County, Texas","36255","15455","20800","19998","15355","3734","99","700","7","103","802","751","217","274","56","3","167","11","3","0","13","2","0","0","3","2","0","47","17","4","0","5","11","0","2","3","0","0","1","1","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US48323","Maverick County, Texas","57887","54936","2951","2834","1574","129","835","182","4","110","117","84","7","28","6","5","27","0","1","0","4","0","0","0","2","4","0","22","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","7","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48325","Medina County, Texas","50748","25455","25293","24175","22324","1252","158","215","38","188","1118","1039","145","463","147","14","242","7","4","0","3","0","2","0","11","1","0","68","35","4","3","9","0","0","12","0","3","0","0","0","0","0","2","0","0","0","0","0","9","3","0","6","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US48327","Menard County, Texas","1962","662","1300","1266","1231","12","7","5","3","8","34","30","10","16","0","0","0","3","0","0","0","0","0","0","0","1","0","3","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48329","Midland County, Texas","169983","73331","96652","92302","76487","10465","686","3891","152","621","4350","4214","856","1788","512","31","852","54","15","4","59","5","0","2","22","14","0","116","70","13","0","3","15","2","6","7","0","0","0","0","0","0","0","0","0","0","0","0","18","4","0","4","7","0","0","1","0","0","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48331","Milam County, Texas","24754","6264","18490","17737","15367","2097","67","111","11","84","753","712","181","298","30","4","186","9","0","0","3","0","0","0","1","0","0","33","8","4","1","4","6","0","1","5","0","0","0","3","0","0","1","0","0","0","0","0","8","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48333","Mills County, Texas","4456","728","3728","3543","3498","25","10","4","0","6","185","176","9","113","8","1","38","0","0","0","0","0","0","4","0","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0"
"0500000US48335","Mitchell County, Texas","8990","3454","5536","5353","4328","925","34","54","1","11","183","176","69","74","0","0","23","5","0","0","0","1","1","0","3","0","0","7","0","0","0","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48337","Montague County, Texas","19965","2361","17604","16692","16342","73","155","84","4","34","912","875","77","578","30","2","173","0","0","1","0","4","1","3","1","1","4","30","23","0","0","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0"
"0500000US48339","Montgomery County, Texas","620443","164089","456354","432056","371403","34177","1884","21436","634","2522","24298","23263","3974","8740","3895","293","5200","222","265","66","286","27","6","23","166","100","0","939","303","159","4","115","119","9","33","156","19","0","2","0","0","12","3","0","5","0","0","0","82","25","0","32","3","6","0","12","0","0","3","0","0","0","1","0","14","5","9","0","0","0","0","0","0"
"0500000US48341","Moore County, Texas","21358","12647","8711","8316","6499","654","97","982","1","83","395","374","61","213","22","2","52","10","3","0","5","0","0","0","6","0","0","19","6","8","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48343","Morris County, Texas","11973","1182","10791","10308","7716","2448","70","35","9","30","483","462","179","200","25","2","29","18","0","4","0","0","0","0","3","2","0","16","3","7","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","3","0","1","0","0","0","0"
"0500000US48345","Motley County, Texas","1063","153","910","867","858","7","0","0","0","2","43","32","2","20","0","0","8","0","0","0","0","0","0","0","2","0","0","6","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2","5","3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48347","Nacogdoches County, Texas","64653","13597","51056","48876","37158","10567","191","760","10","190","2180","2094","606","841","212","19","287","58","17","1","40","3","0","4","6","0","0","81","37","11","0","10","9","1","5","5","0","0","1","0","0","1","0","1","0","0","0","0","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48349","Navarro County, Texas","52624","16049","36575","34709","26996","6286","163","393","734","137","1866","1774","501","771","82","33","295","29","15","2","28","1","0","0","15","1","1","85","62","9","0","2","3","0","3","2","1","1","0","1","0","0","0","1","0","0","0","0","7","1","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48351","Newton County, Texas","12217","344","11873","11434","9249","2075","59","24","0","27","439","421","106","210","15","6","48","18","0","4","9","0","0","0","0","5","0","18","12","0","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48353","Nolan County, Texas","14738","5354","9384","8952","8138","625","53","103","2","31","432","408","97","217","5","0","58","13","1","0","11","0","0","5","1","0","0","17","10","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","7","0","3","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48355","Nueces County, Texas","353178","217052","136126","128980","106165","12651","907","7712","281","1264","7146","6793","1169","2380","1300","105","1351","99","134","17","121","9","0","6","74","28","0","306","118","42","5","27","46","0","19","41","4","0","0","1","0","0","1","0","2","0","0","0","41","20","0","10","0","5","0","4","0","0","0","2","0","0","0","0","6","3","3","0","0","0","0","0","0"
"0500000US48357","Ochiltree County, Texas","10015","5470","4545","4341","4245","14","31","28","2","21","204","191","13","125","0","0","46","0","0","0","0","0","0","0","6","0","1","6","0","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","7","0","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48359","Oldham County, Texas","1758","313","1445","1374","1325","33","6","10","0","0","71","50","7","22","0","0","10","3","5","1","0","0","0","0","2","0","0","17","4","2","0","0","3","3","0","0","3","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0"
"0500000US48361","Orange County, Texas","84808","7265","77543","74576","64935","7981","343","1108","13","196","2967","2882","615","1333","255","17","579","31","4","2","38","0","0","0","5","3","0","79","26","11","2","4","6","9","12","3","0","1","0","0","3","0","1","0","0","0","0","1","6","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48363","Palo Pinto County, Texas","28409","5614","22795","21771","20778","552","149","211","12","69","1024","986","164","543","84","15","158","5","0","0","4","0","0","3","7","1","2","33","23","0","0","0","0","0","0","3","2","0","0","0","1","0","0","0","1","0","0","3","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48365","Panola County, Texas","22491","2190","20301","19570","16098","3244","96","99","7","26","731","706","163","350","36","9","126","13","3","0","2","3","0","0","1","0","0","16","7","0","2","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","9","0","0","4","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48367","Parker County, Texas","148222","19819","128403","121818","117747","1636","878","990","97","470","6585","6332","809","3489","669","73","1212","28","24","0","20","0","2","0","6","0","0","246","87","23","0","20","30","11","8","47","7","0","0","4","0","0","1","0","4","0","0","4","7","0","0","2","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48369","Parmer County, Texas","9869","6504","3365","3304","3187","53","11","14","0","39","61","54","8","34","2","0","7","0","0","0","3","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0"
"0500000US48371","Pecos County, Texas","15193","10845","4348","4189","3473","505","33","143","0","35","159","149","19","80","15","2","28","1","0","0","0","2","0","0","2","0","0","7","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48373","Polk County, Texas","50123","7345","42778","41066","34808","4869","914","340","0","135","1712","1663","340","790","88","23","376","9","5","4","14","3","8","0","0","2","1","46","14","5","1","6","5","4","3","0","3","3","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48375","Potter County, Texas","118525","45193","73332","69457","50153","11999","636","6036","20","613","3875","3686","1025","1613","267","7","563","99","45","0","18","6","4","2","30","7","0","170","103","9","1","16","19","1","7","13","0","0","1","0","0","0","0","0","0","0","0","0","19","6","0","6","2","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"0500000US48377","Presidio County, Texas","6131","4991","1140","1096","961","25","16","85","0","9","44","26","0","16","0","5","3","0","0","0","0","0","0","0","2","0","0","10","2","2","0","3","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","7","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"0500000US48379","Rains County, Texas","12164","1109","11055","10568","10130","264","85","55","1","33","487","472","60","295","38","0","74","5","0","0","0","0","0","0","0","0","0","13","2","0","1","0","0","0","0","6","1","0","0","0","1","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48381","Randall County, Texas","140753","31583","109170","103888","95457","4567","794","2604","54","412","5282","5085","1016","2463","521","55","909","42","24","0","21","0","3","7","13","5","6","189","83","26","8","17","30","0","3","21","1","0","0","0","0","0","0","0","0","0","0","0","6","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48383","Reagan County, Texas","3385","2283","1102","1039","968","33","12","19","1","6","63","54","16","23","0","0","5","1","0","0","1","0","0","0","4","3","1","6","0","0","2","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48385","Real County, Texas","2758","692","2066","1987","1940","22","8","12","3","2","79","62","1","38","0","0","17","1","1","0","1","3","0","0","0","0","0","12","7","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US48387","Red River County, Texas","11587","766","10821","10403","8499","1738","102","51","0","13","418","395","75","220","13","7","61","12","0","0","0","0","0","0","5","2","0","17","3","5","2","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"0500000US48389","Reeves County, Texas","14748","12510","2238","2155","1697","224","27","165","3","39","83","60","4","28","2","0","20","0","0","0","5","0","0","0","1","0","0","22","2","1","1","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48391","Refugio County, Texas","6741","3306","3435","3321","2864","400","18","27","0","12","114","101","15","50","4","10","15","0","0","2","1","0","0","0","0","3","1","13","0","11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48393","Roberts County, Texas","827","50","777","722","717","2","2","0","0","1","55","49","7","29","0","0","9","0","0","0","0","0","0","0","4","0","0","4","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48395","Robertson County, Texas","16757","3528","13229","12791","9505","3095","29","104","21","37","438","427","128","180","16","1","75","23","3","1","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US48397","Rockwall County, Texas","107819","20560","87259","82581","70198","8179","479","3306","75","344","4678","4502","808","1941","825","49","699","81","39","1","29","15","0","0","7","8","0","159","59","21","2","10","28","0","4","29","0","1","0","5","0","0","0","0","0","0","0","0","15","4","0","1","0","10","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0"
"0500000US48399","Runnels County, Texas","9900","3354","6546","6278","6062","132","39","24","6","15","268","242","49","109","10","5","51","0","0","7","1","1","4","0","0","5","0","13","3","1","0","0","0","0","1","7","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","11","6","5","0","0","0","0","0","0"
"0500000US48401","Rusk County, Texas","52214","9579","42635","40868","32022","8240","195","231","18","162","1767","1694","506","799","87","6","231","44","1","0","19","0","0","1","0","0","0","65","30","0","0","13","8","0","0","3","1","3","2","5","0","0","0","0","0","0","0","0","8","0","5","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48403","Sabine County, Texas","9894","393","9501","9179","8307","734","51","52","0","35","322","298","51","189","3","5","43","3","2","0","1","0","0","0","1","0","0","21","6","8","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48405","San Augustine County, Texas","7918","639","7279","7093","5270","1768","19","36","0","0","186","165","54","57","2","0","44","4","0","0","4","0","0","0","0","0","0","19","5","1","1","2","1","0","0","1","1","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0"
"0500000US48407","San Jacinto County, Texas","27402","4822","22580","21551","19170","2083","123","86","15","74","1029","995","184","548","54","4","172","13","2","3","7","1","0","0","5","2","0","29","16","0","0","5","0","0","5","0","0","0","0","0","0","3","0","0","0","0","0","0","5","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48409","San Patricio County, Texas","68755","38220","30535","28943","26613","994","198","845","66","227","1592","1538","212","664","208","36","365","7","20","0","6","0","0","1","13","6","0","46","14","1","0","3","8","0","2","12","0","0","1","0","0","2","0","3","0","0","0","0","8","0","0","2","1","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48411","San Saba County, Texas","5730","1749","3981","3852","3690","106","29","16","1","10","129","108","14","60","13","0","16","1","0","0","0","0","0","0","2","0","2","14","2","0","0","0","0","0","0","0","7","0","1","0","4","0","0","0","0","0","0","0","7","0","0","0","0","2","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48413","Schleicher County, Texas","2451","1275","1176","1140","1102","15","4","7","2","10","36","31","1","12","3","0","5","2","0","0","0","4","0","0","0","3","1","4","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48415","Scurry County, Texas","16932","7139","9793","9410","8637","599","60","82","5","27","383","362","91","175","24","1","64","0","3","0","1","0","0","0","2","1","0","20","11","0","0","2","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US48417","Shackelford County, Texas","3105","363","2742","2654","2612","20","6","14","0","2","88","79","3","37","5","3","25","0","0","0","0","4","0","2","0","0","0","5","0","0","2","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US48419","Shelby County, Texas","24022","4685","19337","18698","14416","3805","50","364","14","49","639","588","165","273","27","1","95","10","3","0","8","3","0","0","3","0","0","44","8","1","1","2","7","0","5","9","3","0","4","0","4","0","0","0","0","0","0","0","5","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0"
